f(Hz),Zc(%)
46,76
46,76
46,76
46,76
46,76
46,76
47,76
47,76
47,76
47,76
47,76
47,76
47,76
47,76
47,76
47,76
47,76
47,76
47,76
47,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,76
57,14
57,14
57,14
57,14
57,14
57,14
57,14
57,14
57,14
57,14
57,14
57,14
57,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
51,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,14
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
48,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,52
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,35
54,41
54,41
54,41
54,41
54,41
54,41
54,41
54,41
54,41
54,41
54,41
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,91
54,35
54,35
54,35
54,35
54,35
54,35
54,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
57,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
58,35
39,35
39,35
39,35
39,35
39,35
39,35
39,35
39,95
39,95
39,95
39,95
39,95
39,95
39,95
39,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,65
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
41,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,32
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
43,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
48,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
55,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,68
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
59,80
39,80
39,80
39,80
39,80
39,80
39,80
39,80
39,80
39,80
39,80
39,80
55,80
55,80
55,80
55,80
55,80
55,80
55,80
55,80
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,13
55,10
55,10
55,10
55,10
55,10
55,10
55,10
55,10
55,10
55,10
55,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,10
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
53,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
36,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,46
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,38
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
37,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,18
50,63
50,63
50,63
50,63
50,63
50,63
50,63
50,63
50,63
50,63
50,63
50,63
36,63
36,63
36,63
36,63
36,63
36,63
36,63
36,63
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
36,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
43,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,11
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,72
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
50,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
46,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,13
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
52,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,40
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
49,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,82
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,40
50,40
50,40
50,40
50,40
50,40
47,40
47,40
47,40
47,40
47,40
47,40
47,40
47,40
47,40
47,40
47,40
47,40
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,78
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
41,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,45
53,15
53,15
53,15
53,15
53,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
36,15
39,15
39,15
39,15
39,15
39,15
39,15
39,15
39,15
39,15
39,15
39,15
39,15
39,15
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,6
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,10
39,16
39,16
39,16
39,16
39,16
39,16
39,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,16
55,75
55,75
55,75
55,75
55,75
55,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,75
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
48,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,26
57,6
57,6
57,6
57,6
57,6
57,6
57,6
57,6
57,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
37,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,6
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
45,9
56,9
56,9
56,9
56,9
56,9
56,9
56,9
56,9
56,9
56,9
56,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
47,9
40,9
40,9
40,9
40,9
40,9
40,9
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
43,12
